type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2019-08-29 00:08:50,41.961886743,-87.622670811,601.3,6.1,336.2,5.635,20.44,,,,
T,2019-08-29 00:08:54,41.961982045,-87.622733004,590.2,5.7,334.1,5.641,38.63,,,,
T,2019-08-29 00:08:55,41.962002916,-87.622749181,588.6,5.2,330.0,5.643,8.79,,,,
T,2019-08-29 00:08:58,41.962069636,-87.622801065,576.0,5.6,330.0,5.648,28.11,,,,
T,2019-08-29 00:09:02,41.962162089,-87.622858146,588.6,5.5,335.3,5.654,37.10,,,,
T,2019-08-29 00:09:04,41.962207099,-87.622871054,590.2,5.0,348.0,5.656,16.77,,,,
T,2019-08-29 00:09:15,41.962477667,-87.623008517,588.6,5.7,339.3,5.674,105.45,,,,
T,2019-08-29 00:09:29,41.962749660,-87.623300292,590.2,5.4,321.4,5.695,126.97,,,,
T,2019-08-29 00:09:34,41.962658213,-87.623363324,591.8,4.4,207.1,5.701,37.48,,,,
T,2019-08-29 00:09:50,41.962233754,-87.623380758,587.1,5.7,181.7,5.726,154.75,,,,
T,2019-08-29 00:09:56,41.962074162,-87.623375310,587.1,5.7,178.5,5.736,58.18,,,,
T,2019-08-29 00:09:59,41.962048011,-87.623412525,587.1,2.7,226.6,5.738,13.90,,,,
T,2019-08-29 00:10:12,41.961696139,-87.623314541,587.1,6.0,168.3,5.760,130.97,,,,
T,2019-08-29 00:10:24,41.961327586,-87.623208342,576.0,6.8,167.9,5.782,137.38,,,,
T,2019-08-29 00:10:25,41.961296238,-87.623193841,579.2,7.2,161.0,5.784,12.09,,,,
T,2019-08-29 00:10:34,41.961025083,-87.623082195,587.1,6.8,163.0,5.801,103.37,,,,
T,2019-08-29 00:10:44,41.960706990,-87.623000555,565.0,7.0,169.2,5.821,118.02,,,,
T,2019-08-29 00:10:45,41.960674552,-87.622988652,552.4,7.3,164.7,5.823,12.26,,,,
T,2019-08-29 00:10:46,41.960643204,-87.622976415,582.3,7.0,163.8,5.825,11.90,,,,
T,2019-08-29 00:10:48,41.960586123,-87.622949593,588.6,6.5,160.7,5.828,22.04,,,,
T,2019-08-29 00:10:50,41.960525354,-87.622922016,601.3,6.9,161.4,5.832,23.38,,,,
T,2019-08-29 00:10:52,41.960467352,-87.622899218,590.2,6.5,163.7,5.836,22.03,,,,
T,2019-08-29 00:11:00,41.960209357,-87.622785140,572.9,7.3,161.8,5.852,99.00,,,,
T,2019-08-29 00:11:01,41.960177254,-87.622770807,588.6,7.3,161.6,5.854,12.33,,,,
T,2019-08-29 00:11:03,41.960119335,-87.622743649,590.2,6.6,160.8,5.858,22.36,,,,
T,2019-08-29 00:11:18,41.959646093,-87.622564528,588.6,7.1,164.3,5.887,179.20,,,,
T,2019-08-29 00:11:37,41.959066233,-87.622296140,585.5,7.0,161.0,5.924,223.56,,,,
T,2019-08-29 00:11:53,41.958614783,-87.622047113,585.5,6.6,157.7,5.953,177.91,,,,
T,2019-08-29 00:12:12,41.958057387,-87.621752657,587.1,6.8,158.6,5.989,218.34,,,,
T,2019-08-29 00:12:32,41.957526477,-87.621438587,587.1,6.3,156.3,6.024,211.49,,,,
T,2019-08-29 00:12:49,41.957037393,-87.621249491,587.1,6.5,164.0,6.055,185.50,,,,
T,2019-08-29 00:13:07,41.956488630,-87.621018486,587.1,6.9,162.6,6.089,209.61,,,,
T,2019-08-29 00:13:23,41.956021925,-87.620680360,585.5,7.2,151.7,6.121,193.35,,,,
T,2019-08-29 00:13:39,41.955553377,-87.620382719,585.5,7.0,154.7,6.152,188.97,,,,
T,2019-08-29 00:13:51,41.955191614,-87.620115839,587.1,7.4,151.2,6.177,150.50,,,,
T,2019-08-29 00:14:09,41.954665985,-87.619722811,585.5,7.2,150.9,6.213,219.36,,,,
T,2019-08-29 00:14:24,41.954241358,-87.619410837,585.5,7.0,151.3,6.242,176.48,,,,
T,2019-08-29 00:14:40,41.953846235,-87.619010517,583.9,6.7,143.0,6.272,180.53,,,,
T,2019-08-29 00:14:55,41.953456895,-87.618589662,583.9,7.2,141.2,6.302,182.31,,,,
T,2019-08-29 00:15:10,41.953237709,-87.618092699,583.9,6.2,120.7,6.328,157.02,,,,
T,2019-08-29 00:15:26,41.953012403,-87.617614763,582.3,5.7,122.4,6.353,153.76,,,,
T,2019-08-29 00:15:40,41.952817272,-87.617147304,582.3,6.2,119.3,6.377,145.69,,,,
T,2019-08-29 00:15:55,41.952619962,-87.616671547,583.9,5.8,119.1,6.401,148.05,,,,
T,2019-08-29 00:16:07,41.952437740,-87.616282124,585.5,6.2,122.2,6.422,125.02,,,,
T,2019-08-29 00:16:21,41.952252584,-87.615864454,583.9,5.6,120.8,6.444,132.14,,,,
T,2019-08-29 00:16:34,41.952134231,-87.615494644,582.3,5.0,113.3,6.462,109.45,,,,
T,2019-08-29 00:16:49,41.951980088,-87.615025928,582.3,5.5,113.9,6.484,139.33,,,,
T,2019-08-29 00:17:03,41.951801637,-87.614565594,583.9,6.0,117.5,6.508,141.10,,,,
T,2019-08-29 00:17:17,41.951629557,-87.614069805,583.9,6.3,115.0,6.532,148.73,,,,
T,2019-08-29 00:17:29,41.951432414,-87.613579966,583.9,7.5,118.4,6.557,151.38,,,,
T,2019-08-29 00:17:42,41.951192441,-87.613102198,583.9,7.1,124.0,6.583,156.65,,,,
T,2019-08-29 00:17:57,41.950922292,-87.612575395,585.5,6.9,124.6,6.611,173.86,,,,
T,2019-08-29 00:18:10,41.950715175,-87.612142386,585.5,6.4,122.7,6.634,139.90,,,,
T,2019-08-29 00:18:27,41.950464891,-87.611536123,585.5,6.6,119.0,6.666,188.46,,,,
T,2019-08-29 00:18:42,41.950251823,-87.610979900,583.9,6.7,117.3,6.693,170.07,,,,
T,2019-08-29 00:18:54,41.950110253,-87.610518560,524.0,6.7,112.4,6.716,135.69,,,,
T,2019-08-29 00:18:55,41.950099105,-87.610479919,572.9,6.7,111.2,6.718,11.27,,,,
T,2019-08-29 00:18:58,41.950067673,-87.610377241,595.0,6.0,112.4,6.723,30.19,,,,
T,2019-08-29 00:19:03,41.950003467,-87.610169705,590.2,7.2,112.6,6.733,61.11,,,,
T,2019-08-29 00:19:08,41.949930629,-87.609956469,572.9,7.6,114.7,6.743,63.79,,,,
T,2019-08-29 00:19:09,41.949917469,-87.609919170,508.2,6.6,115.4,6.745,11.22,,,,
T,2019-08-29 00:19:10,41.949905483,-87.609883212,542.9,6.3,114.1,6.747,10.71,,,,
T,2019-08-29 00:19:11,41.949895090,-87.609847924,528.7,6.1,111.6,6.749,10.32,,,,
T,2019-08-29 00:19:12,41.949886791,-87.609811630,599.7,6.1,107.1,6.750,10.33,,,,
T,2019-08-29 00:19:13,41.949877739,-87.609773492,596.6,6.5,107.7,6.752,10.89,,,,
T,2019-08-29 00:19:21,41.949784951,-87.609460261,582.3,6.8,111.7,6.767,91.67,,,,
T,2019-08-29 00:19:22,41.949773049,-87.609422877,582.3,6.6,113.2,6.769,11.06,,,,
T,2019-08-29 00:19:30,41.949647740,-87.609111238,569.8,7.1,118.4,6.785,96.29,,,,
T,2019-08-29 00:19:31,41.949632149,-87.609072681,577.6,7.1,118.5,6.787,11.93,,,,
T,2019-08-29 00:19:34,41.949585462,-87.608957011,590.2,7.1,118.5,6.793,35.77,,,,
T,2019-08-29 00:19:35,41.949581522,-87.608926417,606.0,5.0,99.8,6.794,8.45,,,,
T,2019-08-29 00:19:36,41.949567273,-87.608887777,602.9,6.9,116.4,6.796,11.72,,,,
T,2019-08-29 00:19:40,41.949514467,-87.608716953,591.8,7.4,112.6,6.804,50.30,,,,
T,2019-08-29 00:19:56,41.949298214,-87.608005330,585.5,7.7,112.2,6.839,209.01,,,,
T,2019-08-29 00:20:04,41.949213725,-87.607661085,588.6,7.3,108.3,6.855,98.58,,,,
T,2019-08-29 00:20:11,41.949156057,-87.607366294,571.3,7.0,104.7,6.868,82.90,,,,
T,2019-08-29 00:20:12,41.949147591,-87.607326228,539.8,6.7,105.9,6.870,11.33,,,,
T,2019-08-29 00:20:13,41.949139880,-87.607289683,519.3,6.1,105.8,6.872,10.33,,,,
T,2019-08-29 00:20:14,41.949134432,-87.607252467,604.4,6.1,101.1,6.874,10.32,,,,
T,2019-08-29 00:20:15,41.949126972,-87.607212905,599.7,6.6,104.2,6.876,11.10,,,,
T,2019-08-29 00:20:16,41.949120769,-87.607172169,587.1,6.7,101.6,6.877,11.31,,,,
T,2019-08-29 00:20:17,41.949114651,-87.607130930,595.0,6.8,101.3,6.879,11.44,,,,
T,2019-08-29 00:20:20,41.949095707,-87.607000675,591.8,7.1,101.1,6.885,36.10,,,,
T,2019-08-29 00:20:35,41.949015493,-87.606419390,583.9,6.4,100.5,6.912,160.81,,,,
T,2019-08-29 00:20:53,41.948950197,-87.605706425,585.5,6.4,97.0,6.944,195.41,,,,
T,2019-08-29 00:21:07,41.948879790,-87.605142994,585.5,6.6,99.5,6.969,155.41,,,,
T,2019-08-29 00:21:22,41.948807118,-87.604542766,572.9,6.5,99.2,6.997,165.42,,,,
T,2019-08-29 00:21:25,41.948795887,-87.604417875,563.4,6.8,96.9,7.002,34.22,,,,
T,2019-08-29 00:21:26,41.948792366,-87.604377978,585.5,6.5,96.8,7.004,10.93,,,,
T,2019-08-29 00:21:29,41.948777530,-87.604258703,568.1,6.5,99.5,7.010,32.89,,,,
T,2019-08-29 00:21:30,41.948771244,-87.604217716,596.6,6.7,101.7,7.011,11.38,,,,
T,2019-08-29 00:21:33,41.948757665,-87.604101123,585.5,6.3,98.9,7.017,32.10,,,,
T,2019-08-29 00:21:35,41.948748529,-87.604020741,582.3,6.6,98.7,7.020,22.12,,,,
T,2019-08-29 00:21:40,41.948731681,-87.603822677,579.2,6.4,96.5,7.029,54.23,,,,
T,2019-08-29 00:21:46,41.948741572,-87.603591001,583.9,6.2,86.7,7.040,63.13,,,,
T,2019-08-29 00:21:48,41.948752887,-87.603521263,576.0,5.8,77.7,7.043,19.41,,,,
T,2019-08-29 00:21:54,41.948813489,-87.603317918,579.2,5.9,68.2,7.053,59.56,,,,
T,2019-08-29 00:21:55,41.948821787,-87.603287324,599.7,5.2,70.0,7.054,8.86,,,,
T,2019-08-29 00:21:56,41.948827570,-87.603255473,595.0,5.3,76.3,7.056,8.92,,,,
T,2019-08-29 00:22:02,41.948882304,-87.603047518,583.9,5.9,70.5,7.065,59.98,,,,
T,2019-08-29 00:22:13,41.948925052,-87.602613252,580.8,6.4,82.5,7.085,119.16,,,,
T,2019-08-29 00:22:23,41.948815416,-87.602227684,580.8,6.7,110.9,7.104,112.24,,,,
T,2019-08-29 00:22:24,41.948813908,-87.602189463,593.4,6.2,93.0,7.105,10.41,,,,
T,2019-08-29 00:22:25,41.948813740,-87.602149649,593.4,6.4,90.3,7.107,10.83,,,,
T,2019-08-29 00:22:28,41.948819105,-87.602028195,580.8,6.5,86.6,7.112,33.10,,,,
T,2019-08-29 00:22:30,41.948827570,-87.601943538,577.6,6.9,82.3,7.116,23.24,,,,
T,2019-08-29 00:22:31,41.948836036,-87.601900455,558.7,7.2,75.2,7.118,12.12,,,,
T,2019-08-29 00:22:32,41.948844753,-87.601857874,574.5,7.1,74.6,7.120,12.01,,,,
T,2019-08-29 00:22:34,41.948855566,-87.601779588,588.6,6.4,79.5,7.124,21.66,,,,
T,2019-08-29 00:22:35,41.948854979,-87.601736672,602.9,6.9,91.1,7.126,11.68,,,,
T,2019-08-29 00:22:36,41.948849363,-87.601695685,599.7,6.7,100.4,7.128,11.34,,,,
T,2019-08-29 00:22:39,41.948813070,-87.601568699,585.5,7.3,111.0,7.134,36.99,,,,
T,2019-08-29 00:22:40,41.948803095,-87.601524107,585.5,7.5,106.7,7.136,12.66,,,,
T,2019-08-29 00:22:56,41.948775686,-87.600886915,588.6,6.4,93.3,7.164,173.63,,,,
T,2019-08-29 00:22:58,41.948790355,-87.600801168,576.0,7.1,77.0,7.168,23.93,,,,
T,2019-08-29 00:23:00,41.948815668,-87.600715337,577.6,7.4,68.4,7.172,25.11,,,,
T,2019-08-29 00:23:02,41.948836371,-87.600635122,533.5,6.8,70.9,7.176,23.09,,,,
T,2019-08-29 00:23:03,41.948844586,-87.600597572,524.0,6.3,73.6,7.178,10.64,,,,
T,2019-08-29 00:23:05,41.948838467,-87.600530768,601.3,5.4,97.0,7.181,18.31,,,,
T,2019-08-29 00:23:07,41.948840311,-87.600455415,530.3,6.1,88.1,7.184,20.51,,,,
T,2019-08-29 00:23:08,41.948843077,-87.600420546,561.8,5.7,83.9,7.186,9.54,,,,
T,2019-08-29 00:23:09,41.948847603,-87.600389952,552.4,5.0,78.7,7.187,8.48,,,,
T,2019-08-29 00:23:10,41.948852548,-87.600359358,590.2,5.0,77.7,7.189,8.52,,,,
T,2019-08-29 00:23:11,41.948865540,-87.600330105,628.1,5.5,59.2,7.190,9.26,,,,
T,2019-08-29 00:23:12,41.948875934,-87.600296997,621.8,5.8,67.1,7.192,9.77,,,,
T,2019-08-29 00:23:13,41.948884567,-87.600261206,606.0,6.1,72.0,7.194,10.23,,,,
T,2019-08-29 00:23:14,41.948892279,-87.600224996,588.6,6.1,74.0,7.195,10.24,,,,
T,2019-08-29 00:23:16,41.948909629,-87.600152157,583.9,6.2,72.2,7.199,20.80,,,,
T,2019-08-29 00:23:17,41.948919017,-87.600117624,563.4,5.9,69.9,7.200,10.00,,,,
T,2019-08-29 00:23:18,41.948927315,-87.600086946,583.9,5.3,70.0,7.202,8.88,,,,
T,2019-08-29 00:23:22,41.948986324,-87.599946549,596.6,6.5,60.5,7.209,43.83,,,,
T,2019-08-29 00:23:23,41.949001243,-87.599910423,561.8,6.7,61.0,7.211,11.23,,,,
T,2019-08-29 00:23:24,41.949016247,-87.599877650,565.0,6.2,58.4,7.213,10.46,,,,
T,2019-08-29 00:23:25,41.949031586,-87.599844206,587.1,6.3,58.3,7.214,10.68,,,,
T,2019-08-29 00:23:26,41.949048852,-87.599812355,588.6,6.3,53.9,7.216,10.71,,,,
T,2019-08-29 00:23:28,41.949090427,-87.599758459,606.0,6.2,44.0,7.220,21.08,,,,
T,2019-08-29 00:23:29,41.949111549,-87.599733900,606.0,6.0,40.9,7.221,10.19,,,,
T,2019-08-29 00:23:30,41.949129319,-87.599706743,588.6,5.8,48.7,7.223,9.82,,,,
T,2019-08-29 00:23:31,41.949145580,-87.599673299,588.6,6.4,56.8,7.225,10.86,,,,
T,2019-08-29 00:23:33,41.949181622,-87.599605992,599.7,6.7,54.2,7.228,22.53,,,,
T,2019-08-29 00:23:41,41.949348254,-87.599359397,590.2,6.7,47.7,7.243,90.48,,,,
T,2019-08-29 00:23:57,41.949657127,-87.598871486,585.5,6.4,49.6,7.272,174.03,,,,
T,2019-08-29 00:24:14,41.950027021,-87.598387180,587.1,6.6,44.2,7.303,188.48,,,,
T,2019-08-29 00:24:32,41.950397333,-87.597858114,587.1,6.5,46.7,7.335,197.29,,,,
T,2019-08-29 00:24:49,41.950757001,-87.597325193,587.1,6.8,47.8,7.368,195.44,,,,
T,2019-08-29 00:25:03,41.951055983,-87.596936021,587.1,6.4,44.1,7.393,151.92,,,,
T,2019-08-29 00:25:18,41.951403161,-87.596578281,588.6,6.3,37.5,7.419,159.61,,,,
T,2019-08-29 00:25:33,41.951752519,-87.596246442,588.6,6.2,35.2,7.444,156.06,,,,
T,2019-08-29 00:25:50,41.952160550,-87.595836734,587.1,6.5,36.8,7.475,185.82,,,,
T,2019-08-29 00:26:06,41.952542430,-87.595451837,588.6,6.4,36.9,7.504,174.15,,,,
T,2019-08-29 00:26:20,41.952871168,-87.595064342,590.2,6.8,41.2,7.530,159.57,,,,
T,2019-08-29 00:26:28,41.953035118,-87.594845239,593.4,6.2,44.8,7.544,84.39,,,,
T,2019-08-29 00:26:41,41.953331837,-87.594579784,591.8,5.9,33.6,7.565,130.02,,,,
T,2019-08-29 00:26:56,41.953714555,-87.594364621,591.8,6.0,22.7,7.590,151.25,,,,
T,2019-08-29 00:27:12,41.954143457,-87.594149206,591.8,6.2,20.5,7.618,166.92,,,,
T,2019-08-29 00:27:26,41.954499772,-87.593994224,593.4,5.8,17.9,7.640,136.52,,,,
T,2019-08-29 00:27:40,41.954833707,-87.593791885,591.8,5.7,24.3,7.662,133.56,,,,
T,2019-08-29 00:27:46,41.954988437,-87.593702367,588.6,6.1,23.3,7.672,61.42,,,,
T,2019-08-29 00:28:00,41.955336705,-87.593582505,595.0,5.5,14.4,7.694,131.03,,,,
T,2019-08-29 00:28:15,41.955694696,-87.593429619,590.2,5.4,17.6,7.716,136.92,,,,
T,2019-08-29 00:28:29,41.956035504,-87.593239099,591.8,5.7,22.6,7.738,134.57,,,,
T,2019-08-29 00:28:35,41.956183696,-87.593141282,595.0,5.9,26.1,7.748,60.20,,,,
T,2019-08-29 00:28:43,41.956375558,-87.593009351,596.6,5.8,27.1,7.761,78.59,,,,
T,2019-08-29 00:28:45,41.956426185,-87.592980433,585.5,5.9,23.0,7.765,20.06,,,,
T,2019-08-29 00:28:46,41.956450995,-87.592968531,587.1,5.7,19.6,7.766,9.60,,,,
T,2019-08-29 00:28:47,41.956478488,-87.592958305,596.6,6.2,15.5,7.768,10.40,,,,
T,2019-08-29 00:28:48,41.956506232,-87.592947241,596.6,6.2,16.5,7.770,10.55,,,,
T,2019-08-29 00:29:03,41.956893224,-87.592785722,591.8,5.8,17.2,7.794,147.71,,,,
T,2019-08-29 00:29:16,41.957198242,-87.592663011,593.4,5.3,16.7,7.813,116.06,,,,
T,2019-08-29 00:29:31,41.957589174,-87.592497720,591.8,5.9,17.5,7.838,149.39,,,,
T,2019-08-29 00:29:45,41.957930317,-87.592321783,590.2,5.6,21.0,7.860,133.21,,,,
T,2019-08-29 00:30:01,41.958337594,-87.592125814,587.1,5.8,19.7,7.885,157.70,,,,
T,2019-08-29 00:30:11,41.958599445,-87.592024561,563.4,5.9,16.0,7.902,99.32,,,,
T,2019-08-29 00:30:12,41.958620483,-87.592014587,590.2,4.8,19.4,7.903,8.13,,,,
T,2019-08-29 00:30:17,41.958752330,-87.591983071,576.0,5.8,10.1,7.911,48.81,,,,
T,2019-08-29 00:30:18,41.958778147,-87.591975108,585.5,5.7,12.9,7.913,9.65,,,,
T,2019-08-29 00:30:19,41.958802119,-87.591967983,561.8,5.3,12.5,7.914,8.95,,,,
T,2019-08-29 00:30:20,41.958824415,-87.591962116,572.9,4.9,11.1,7.916,8.28,,,,
T,2019-08-29 00:30:21,41.958846627,-87.591955326,593.4,4.9,12.8,7.917,8.30,,,,
T,2019-08-29 00:30:24,41.958923070,-87.591923308,609.2,5.8,17.3,7.922,29.19,,,,
T,2019-08-29 00:30:25,41.958947713,-87.591913333,607.6,5.6,16.8,7.923,9.38,,,,
T,2019-08-29 00:30:27,41.959000351,-87.591898665,606.0,5.8,11.7,7.927,19.59,,,,
T,2019-08-29 00:30:36,41.959230099,-87.591826245,595.0,5.7,13.2,7.941,86.01,,,,
T,2019-08-29 00:30:41,41.959295310,-87.591777379,542.9,3.2,29.1,7.945,27.23,,,,
T,2019-08-29 00:30:42,41.959306793,-87.591769583,558.7,2.8,26.8,7.946,4.69,,,,
T,2019-08-29 00:30:43,41.959319785,-87.591763046,599.7,3.0,20.5,7.947,5.06,,,,
T,2019-08-29 00:30:48,41.959383320,-87.591755418,593.4,2.8,5.1,7.951,23.25,,,,
T,2019-08-29 00:31:03,41.959656151,-87.591569675,588.6,4.4,26.9,7.969,111.52,,,,
T,2019-08-29 00:31:18,41.959951362,-87.591343364,599.7,4.9,29.7,7.989,123.94,,,,
T,2019-08-29 00:31:21,41.960022272,-87.591323247,593.4,5.2,11.9,7.994,26.41,,,,
T,2019-08-29 00:31:30,41.960247578,-87.591274967,606.0,5.5,9.1,8.007,83.15,,,,
T,2019-08-29 00:31:33,41.960333660,-87.591253929,612.3,6.3,10.3,8.013,31.89,,,,
T,2019-08-29 00:31:39,41.960511440,-87.591168014,621.8,6.8,19.8,8.024,68.87,,,,
T,2019-08-29 00:31:46,41.960707493,-87.591014039,632.8,7.0,30.3,8.038,82.81,,,,
T,2019-08-29 00:32:00,41.961070429,-87.590757972,640.7,6.3,27.7,8.062,149.48,,,,
T,2019-08-29 00:32:18,41.961545767,-87.590434849,643.9,6.4,26.8,8.094,194.24,,,,
T,2019-08-29 00:32:34,41.961928653,-87.590180459,645.4,5.8,26.3,8.120,155.74,,,,
T,2019-08-29 00:32:51,41.962351603,-87.589913998,654.9,5.9,25.1,8.148,170.32,,,,
T,2019-08-29 00:32:52,41.962376498,-87.589905029,654.9,5.6,15.0,8.149,9.39,,,,
T,2019-08-29 00:32:58,41.962507423,-87.589977365,658.0,5.1,337.7,8.158,51.61,,,,
T,2019-08-29 00:33:14,41.962777656,-87.590353461,664.3,5.3,314.0,8.181,141.99,,,,
T,2019-08-29 00:33:16,41.962811854,-87.590401825,651.7,5.4,313.6,8.184,18.12,,,,
T,2019-08-29 00:33:18,41.962841358,-87.590457397,637.5,5.5,305.5,8.187,18.55,,,,
T,2019-08-29 00:33:20,41.962870443,-87.590507520,628.1,5.1,308.0,8.190,17.27,,,,
T,2019-08-29 00:33:23,41.962915789,-87.590583209,615.5,5.2,308.9,8.194,26.40,,,,
T,2019-08-29 00:33:26,41.962960800,-87.590643810,604.4,4.6,315.0,8.198,23.25,,,,
T,2019-08-29 00:33:32,41.963054426,-87.590788147,595.0,5.1,311.1,8.207,52.01,,,,
T,2019-08-29 00:33:34,41.963084014,-87.590836007,591.8,5.0,309.7,8.210,16.90,,,,
T,2019-08-29 00:33:50,41.963326167,-87.591173630,587.1,4.7,314.0,8.231,127.35,,,,
T,2019-08-29 00:34:04,41.963569410,-87.591444366,585.5,4.9,320.4,8.250,115.23,,,,
T,2019-08-29 00:34:20,41.963841068,-87.591805374,583.9,5.2,315.3,8.273,139.43,,,,
T,2019-08-29 00:34:33,41.964039048,-87.592127407,577.6,5.2,309.6,8.291,113.47,,,,
T,2019-08-29 00:34:48,41.964233676,-87.592435526,582.3,4.3,310.3,8.309,109.78,,,,
T,2019-08-29 00:35:02,41.964423610,-87.592705507,585.5,4.3,313.4,8.326,100.91,,,,
T,2019-08-29 00:35:05,41.964474823,-87.592768371,576.0,5.0,317.6,8.330,25.31,,,,
T,2019-08-29 00:35:09,41.964531401,-87.592857219,582.3,4.7,310.6,8.335,31.76,,,,
T,2019-08-29 00:35:25,41.964804819,-87.593208002,582.3,5.1,316.4,8.358,137.95,,,,
T,2019-08-29 00:35:42,41.965088965,-87.593569178,582.3,5.0,316.6,8.381,142.73,,,,
T,2019-08-29 00:36:02,41.965481825,-87.594018867,580.8,5.6,319.6,8.412,188.29,,,,
T,2019-08-29 00:36:18,41.965819616,-87.594344085,580.8,5.6,324.4,8.437,151.58,,,,
T,2019-08-29 00:36:37,41.966241645,-87.594717834,580.8,5.7,326.6,8.468,184.35,,,,
T,2019-08-29 00:36:51,41.966533335,-87.594987983,579.2,5.5,325.4,8.489,129.22,,,,
T,2019-08-29 00:37:06,41.966864839,-87.595281685,580.8,5.7,326.6,8.513,144.82,,,,
T,2019-08-29 00:37:25,41.967296423,-87.595540686,580.8,5.4,336.0,8.541,172.33,,,,
T,2019-08-29 00:37:40,41.967612840,-87.595826592,580.8,5.5,326.1,8.564,139.07,,,,
T,2019-08-29 00:37:58,41.967999078,-87.596181566,580.8,5.6,325.7,8.592,170.68,,,,
T,2019-08-29 00:38:13,41.968325721,-87.596452720,580.8,5.5,328.3,8.615,140.02,,,,
T,2019-08-29 00:38:27,41.968626045,-87.596723204,568.1,5.6,326.2,8.637,131.87,,,,
T,2019-08-29 00:38:38,41.968857050,-87.596962172,579.2,5.7,322.4,8.654,106.35,,,,
T,2019-08-29 00:38:55,41.969207162,-87.597315805,579.2,5.6,323.1,8.681,159.77,,,,
T,2019-08-29 00:39:14,41.969600273,-87.597720902,579.2,5.6,322.5,8.710,180.72,,,,
T,2019-08-29 00:39:33,41.969985925,-87.598141590,576.0,5.7,321.0,8.740,181.22,,,,
T,2019-08-29 00:39:34,41.970004700,-87.598162880,549.2,5.3,319.9,8.742,8.96,,,,
T,2019-08-29 00:39:35,41.970022637,-87.598184757,557.1,5.2,317.8,8.743,8.84,,,,
T,2019-08-29 00:39:39,41.970092626,-87.598273186,572.9,5.2,316.8,8.749,35.05,,,,
T,2019-08-29 00:39:40,41.970109390,-87.598294476,585.5,5.0,316.6,8.750,8.42,,,,
T,2019-08-29 00:39:51,41.970323212,-87.598523554,574.5,5.4,321.5,8.767,99.76,,,,
T,2019-08-29 00:39:52,41.970342994,-87.598546436,574.5,5.6,319.3,8.768,9.52,,,,
T,2019-08-29 00:39:58,41.970451791,-87.598687671,563.4,5.5,316.0,8.777,55.20,,,,
T,2019-08-29 00:39:59,41.970467214,-87.598715415,571.3,5.6,306.8,8.779,9.41,,,,
T,2019-08-29 00:40:03,41.970531335,-87.598820776,541.3,5.5,309.3,8.785,36.97,,,,
T,2019-08-29 00:40:04,41.970546506,-87.598848855,547.7,5.6,306.0,8.787,9.43,,,,
T,2019-08-29 00:40:07,41.970590763,-87.598928902,539.8,5.4,306.6,8.791,27.09,,,,
T,2019-08-29 00:40:10,41.970568299,-87.598995371,615.5,3.9,245.6,8.794,19.84,,,,
T,2019-08-29 00:40:11,41.970551536,-87.599007105,609.2,4.1,207.5,8.795,6.89,,,,
T,2019-08-29 00:40:14,41.970497808,-87.599034011,599.7,4.1,200.4,8.799,20.90,,,,
T,2019-08-29 00:40:16,41.970456317,-87.599050943,593.4,4.7,196.9,8.802,15.81,,,,
T,2019-08-29 00:40:29,41.970181977,-87.599250097,580.8,5.2,208.4,8.820,113.70,,,,
T,2019-08-29 00:40:48,41.969744107,-87.599643124,579.2,6.0,213.7,8.852,192.05,,,,
T,2019-08-29 00:41:06,41.969327107,-87.600038583,577.6,6.1,215.2,8.882,186.17,,,,
T,2019-08-29 00:41:24,41.968906084,-87.600427000,577.6,6.1,214.4,8.913,186.27,,,,
T,2019-08-29 00:41:41,41.968492856,-87.600800749,577.6,6.3,213.9,8.943,181.68,,,,
T,2019-08-29 00:41:57,41.968097901,-87.601135355,577.6,6.3,212.2,8.971,170.28,,,,
T,2019-08-29 00:42:13,41.967673525,-87.601400223,577.6,6.3,204.9,8.999,170.60,,,,
T,2019-08-29 00:42:33,41.967126103,-87.601737678,577.6,6.5,204.6,9.035,219.58,,,,
T,2019-08-29 00:42:48,41.966708517,-87.601904143,577.6,6.3,196.5,9.061,158.76,,,,
T,2019-08-29 00:43:05,41.966244997,-87.602147134,577.6,6.3,201.3,9.091,181.38,,,,
T,2019-08-29 00:43:23,41.965739066,-87.602366069,577.6,6.4,197.8,9.123,193.74,,,,
T,2019-08-29 00:43:40,41.965241432,-87.602543598,577.6,6.5,194.9,9.154,187.66,,,,
T,2019-08-29 00:43:55,41.964816554,-87.602665890,579.2,6.3,192.1,9.180,158.36,,,,
T,2019-08-29 00:44:13,41.964309448,-87.602905780,579.2,6.5,199.4,9.212,195.97,,,,
T,2019-08-29 00:44:31,41.963824891,-87.603195207,579.2,6.4,203.9,9.244,193.33,,,,
T,2019-08-29 00:44:47,41.963398252,-87.603500141,579.2,6.5,208.0,9.273,176.21,,,,
T,2019-08-29 00:45:03,41.962963566,-87.603770290,577.6,6.5,204.8,9.302,174.61,,,,
T,2019-08-29 00:45:20,41.962490911,-87.604008503,579.2,6.4,200.5,9.332,184.02,,,,
T,2019-08-29 00:45:33,41.962146247,-87.604211848,582.3,6.3,203.7,9.355,137.24,,,,
T,2019-08-29 00:45:44,41.961904513,-87.604390886,577.6,5.4,208.8,9.371,100.65,,,,
T,2019-08-29 00:45:46,41.961870315,-87.604427766,579.2,4.7,218.7,9.374,16.00,,,,
