type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2018-08-25 02:00:33,41.962410361,-87.603822677,587.1,5.7,249.9,12.746,48.40,,,,
T,2018-08-25 02:00:38,41.962374905,-87.604015041,582.3,6.4,256.1,12.755,53.89,,,,
T,2018-08-25 02:00:43,41.962321261,-87.604183014,588.6,5.9,246.8,12.763,49.69,,,,
T,2018-08-25 02:00:55,41.962236268,-87.604628513,587.1,6.2,255.6,12.784,125.06,,,,
T,2018-08-25 02:01:05,41.962247081,-87.605026485,587.1,6.4,272.1,12.802,108.31,,,,
T,2018-08-25 02:01:15,41.962267449,-87.605374251,585.5,5.6,274.5,12.818,94.88,,,,
T,2018-08-25 02:01:25,41.962246746,-87.605742719,588.6,6.0,265.7,12.834,100.50,,,,
T,2018-08-25 02:01:35,41.962319920,-87.606116217,587.1,6.2,284.8,12.851,105.03,,,,
T,2018-08-25 02:01:46,41.962432237,-87.606478147,582.3,5.7,292.7,12.869,106.61,,,,
T,2018-08-25 02:01:56,41.962553356,-87.606789954,579.2,5.7,297.6,12.885,95.60,,,,
T,2018-08-25 02:01:59,41.962549416,-87.606881317,580.8,4.9,266.7,12.889,24.89,,,,
T,2018-08-25 02:02:07,41.962430142,-87.607082985,579.2,5.2,231.5,12.900,69.98,,,,
T,2018-08-25 02:02:09,41.962402062,-87.607124057,565.0,4.5,227.4,12.903,15.15,,,,
T,2018-08-25 02:02:12,41.962350933,-87.607184574,585.5,4.9,221.4,12.907,24.86,,,,
T,2018-08-25 02:02:20,41.962241968,-87.607310470,583.9,3.9,220.7,12.915,52.43,,,,
T,2018-08-25 02:02:22,41.962217409,-87.607346177,563.4,3.9,227.2,12.918,13.21,,,,
T,2018-08-25 02:02:23,41.962201065,-87.607365204,579.2,4.7,220.9,12.919,7.89,,,,
T,2018-08-25 02:02:24,41.962185977,-87.607382806,577.6,4.3,220.9,12.920,7.29,,,,
T,2018-08-25 02:02:28,41.962123867,-87.607470816,587.1,4.9,226.5,12.926,32.94,,,,
T,2018-08-25 02:02:29,41.962105846,-87.607490094,583.9,5.0,218.5,12.927,8.40,,,,
T,2018-08-25 02:02:33,41.962055387,-87.607567543,574.5,4.1,228.8,12.932,27.96,,,,
T,2018-08-25 02:02:35,41.962035103,-87.607609537,583.9,4.0,237.0,12.934,13.60,,,,
T,2018-08-25 02:02:36,41.962023871,-87.607631413,585.5,4.3,235.4,12.935,7.22,,,,
T,2018-08-25 02:02:40,41.961985230,-87.607710874,585.5,3.8,236.8,12.939,25.79,,,,
T,2018-08-25 02:02:43,41.961956732,-87.607774492,583.9,4.0,238.9,12.943,20.18,,,,
T,2018-08-25 02:02:47,41.961908536,-87.607852863,580.8,4.1,230.4,12.947,27.62,,,,
T,2018-08-25 02:03:02,41.961742407,-87.608146397,577.6,4.0,232.7,12.964,100.19,,,,
T,2018-08-25 02:03:04,41.961724553,-87.608180847,577.6,3.4,235.1,12.965,11.41,,,,
T,2018-08-25 02:03:10,41.961684320,-87.608309174,579.2,3.7,247.1,12.972,37.86,,,,
T,2018-08-25 02:03:19,41.961609051,-87.608539006,577.6,4.5,246.2,12.983,68.26,,,,
T,2018-08-25 02:03:25,41.961537050,-87.608677642,577.6,4.5,235.1,12.990,45.94,,,,
T,2018-08-25 02:03:41,41.961299842,-87.609035885,576.0,4.8,228.3,13.012,130.25,,,,
T,2018-08-25 02:03:55,41.961137988,-87.609374849,577.6,4.6,237.3,13.030,109.45,,,,
T,2018-08-25 02:04:09,41.960943192,-87.609764105,579.2,5.4,236.1,13.051,127.47,,,,
T,2018-08-25 02:04:23,41.960747223,-87.610061075,574.5,4.6,228.4,13.069,107.81,,,,
T,2018-08-25 02:04:34,41.960623674,-87.610317143,577.6,4.5,237.0,13.082,82.93,,,,
T,2018-08-25 02:04:37,41.960588470,-87.610393586,579.2,4.8,238.2,13.086,24.43,,,,
T,2018-08-25 02:04:41,41.960548405,-87.610466508,577.6,3.6,233.5,13.090,24.63,,,,
T,2018-08-25 02:04:52,41.960394513,-87.610704135,582.3,4.6,228.9,13.104,85.57,,,,
T,2018-08-25 02:05:01,41.960269036,-87.610914102,582.3,4.8,231.2,13.116,73.16,,,,
T,2018-08-25 02:05:13,41.960121347,-87.611051649,580.8,3.2,214.7,13.127,65.55,,,,
T,2018-08-25 02:05:14,41.960115312,-87.611058187,580.8,1.7,218.9,13.128,2.83,,,,
T,2018-08-25 02:05:24,41.960042641,-87.611288354,580.8,4.0,247.0,13.139,67.97,,,,
T,2018-08-25 02:05:27,41.960015818,-87.611392792,582.3,5.9,250.9,13.144,30.04,,,,
T,2018-08-25 02:05:31,41.959956307,-87.611504942,582.3,5.5,234.5,13.150,37.43,,,,
T,2018-08-25 02:05:35,41.959913727,-87.611618517,582.3,5.1,243.2,13.156,34.57,,,,
T,2018-08-25 02:05:39,41.959864944,-87.611719686,582.3,4.9,237.0,13.161,32.76,,,,
T,2018-08-25 02:05:45,41.959797721,-87.611830244,580.8,3.8,230.7,13.167,38.79,,,,
T,2018-08-25 02:05:49,41.959779197,-87.611916913,580.8,3.6,254.0,13.172,24.52,,,,
T,2018-08-25 02:05:54,41.959732426,-87.612023111,580.8,4.0,239.4,13.177,33.54,,,,
T,2018-08-25 02:06:00,41.959678950,-87.612128556,580.8,3.4,235.7,13.183,34.67,,,,
T,2018-08-25 02:06:06,41.959622875,-87.612251854,580.8,3.9,238.6,13.189,39.27,,,,
T,2018-08-25 02:06:10,41.959589515,-87.612337684,580.8,3.9,242.4,13.194,26.32,,,,
T,2018-08-25 02:06:21,41.959478790,-87.612530049,580.8,3.6,232.3,13.204,66.07,,,,
T,2018-08-25 02:06:35,41.959343171,-87.612827187,580.8,4.0,238.5,13.220,94.73,,,,
T,2018-08-25 02:06:38,41.959309140,-87.612878904,580.8,3.7,228.5,13.223,18.75,,,,
T,2018-08-25 02:06:49,41.959205707,-87.613127930,579.2,4.2,240.8,13.236,77.51,,,,
T,2018-08-25 02:06:53,41.959153405,-87.613209905,580.8,4.3,229.4,13.241,29.33,,,,
T,2018-08-25 02:06:56,41.959126247,-87.613266064,580.8,3.6,237.0,13.244,18.20,,,,
T,2018-08-25 02:07:02,41.959082661,-87.613412244,582.3,4.2,248.2,13.251,42.82,,,,
T,2018-08-25 02:07:05,41.959042763,-87.613500003,580.8,5.5,238.6,13.255,27.95,,,,
T,2018-08-25 02:07:12,41.958934134,-87.613662444,580.8,5.0,228.0,13.265,59.32,,,,
T,2018-08-25 02:07:25,41.958726179,-87.614010293,580.8,5.5,231.2,13.285,121.22,,,,
T,2018-08-25 02:07:38,41.958572622,-87.614273904,580.8,4.1,231.9,13.300,90.95,,,,
T,2018-08-25 02:07:51,41.958465669,-87.614507088,579.2,3.4,238.3,13.312,74.44,,,,
T,2018-08-25 02:07:52,41.958458377,-87.614525445,579.2,3.4,241.9,13.313,5.66,,,,
T,2018-08-25 02:07:59,41.958409594,-87.614633236,579.2,2.9,238.7,13.319,34.29,,,,
T,2018-08-25 02:08:08,41.958353184,-87.614759551,579.2,2.6,239.0,13.325,40.04,,,,
T,2018-08-25 02:08:24,41.958250087,-87.615060294,579.2,3.3,245.3,13.340,90.02,,,,
T,2018-08-25 02:08:35,41.958118910,-87.615264645,579.2,3.9,229.2,13.352,73.31,,,,
T,2018-08-25 02:08:39,41.958074570,-87.615344692,579.2,4.0,233.3,13.357,27.11,,,,
T,2018-08-25 02:08:41,41.958058057,-87.615395235,579.2,4.4,246.3,13.359,15.01,,,,
T,2018-08-25 02:08:51,41.957917912,-87.615633030,582.3,4.9,231.6,13.373,82.41,,,,
T,2018-08-25 02:09:01,41.957788076,-87.615841823,582.3,4.4,230.1,13.385,73.92,,,,
T,2018-08-25 02:09:15,41.957648266,-87.616093364,580.8,3.6,233.2,13.399,85.30,,,,
T,2018-08-25 02:09:21,41.957578613,-87.616227390,582.3,4.4,235.1,13.406,44.42,,,,
T,2018-08-25 02:09:29,41.957476018,-87.616368290,580.8,4.0,225.6,13.415,53.54,,,,
T,2018-08-25 02:09:35,41.957416507,-87.616482787,580.8,3.7,235.0,13.421,37.95,,,,
T,2018-08-25 02:09:40,41.957352804,-87.616579933,580.8,4.2,228.6,13.427,35.17,,,,
T,2018-08-25 02:09:45,41.957294550,-87.616696106,580.8,4.5,236.0,13.433,38.07,,,,
T,2018-08-25 02:09:54,41.957169827,-87.616887633,580.8,4.6,228.8,13.445,69.14,,,,
T,2018-08-25 02:09:56,41.957140155,-87.616923172,580.8,4.3,221.7,13.447,14.50,,,,
T,2018-08-25 02:09:58,41.957112076,-87.616970865,580.8,4.9,231.6,13.450,16.52,,,,
T,2018-08-25 02:10:06,41.956970003,-87.617153088,580.8,5.3,223.6,13.462,71.67,,,,
T,2018-08-25 02:10:09,41.956920382,-87.617224418,580.8,5.2,226.9,13.466,26.52,,,,
T,2018-08-25 02:10:18,41.956767160,-87.617432289,580.8,5.2,225.3,13.479,79.46,,,,
T,2018-08-25 02:10:25,41.956659788,-87.617614511,582.3,5.3,231.6,13.490,63.15,,,,
T,2018-08-25 02:10:30,41.956576053,-87.617734289,582.3,5.3,226.8,13.497,44.64,,,,
T,2018-08-25 02:10:37,41.956454851,-87.617914919,582.3,5.6,227.9,13.508,66.07,,,,
T,2018-08-25 02:10:50,41.956235496,-87.618241226,582.3,5.4,227.9,13.527,119.45,,,,
T,2018-08-25 02:11:04,41.955985967,-87.618599888,582.3,5.6,226.9,13.549,133.36,,,,
T,2018-08-25 02:11:12,41.955840290,-87.618809435,582.3,5.8,226.9,13.562,77.89,,,,
T,2018-08-25 02:11:23,41.955640214,-87.619086960,582.3,5.7,225.9,13.579,104.95,,,,
T,2018-08-25 02:11:35,41.955459584,-87.619397510,580.8,5.3,232.0,13.597,107.09,,,,
T,2018-08-25 02:11:37,41.955426810,-87.619455596,580.8,5.9,232.8,13.600,19.81,,,,
T,2018-08-25 02:11:46,41.955292029,-87.619668581,580.8,5.0,229.6,13.613,75.95,,,,
T,2018-08-25 02:11:50,41.955234781,-87.619759105,580.8,4.8,229.6,13.618,32.27,,,,
T,2018-08-25 02:12:03,41.955065550,-87.620056244,582.3,4.6,232.6,13.635,101.67,,,,
T,2018-08-25 02:12:16,41.954867905,-87.620359082,580.8,5.0,228.7,13.653,109.42,,,,
T,2018-08-25 02:12:27,41.954756677,-87.620572904,580.8,3.8,235.0,13.665,70.89,,,,
T,2018-08-25 02:12:41,41.954563390,-87.620872389,580.8,4.6,229.0,13.682,107.69,,,,
T,2018-08-25 02:12:53,41.954388125,-87.621120410,580.8,4.6,226.5,13.698,92.90,,,,
T,2018-08-25 02:13:05,41.954186205,-87.621362898,582.3,4.9,221.8,13.714,98.82,,,,
T,2018-08-25 02:13:17,41.953996690,-87.621591138,582.3,4.6,221.8,13.729,92.87,,,,
T,2018-08-25 02:13:21,41.953947740,-87.621680656,582.3,4.5,233.7,13.734,30.19,,,,
T,2018-08-25 02:13:31,41.953832321,-87.621814432,580.8,3.3,220.8,13.743,55.62,,,,
T,2018-08-25 02:13:43,41.953732492,-87.622015681,582.3,3.2,236.3,13.754,65.73,,,,
T,2018-08-25 02:13:56,41.953627299,-87.622270239,582.3,3.6,240.9,13.767,79.15,,,,
T,2018-08-25 02:14:07,41.953528728,-87.622553129,583.9,4.6,244.9,13.781,84.92,,,,
T,2018-08-25 02:14:18,41.953426804,-87.622874575,582.3,5.1,246.9,13.797,95.00,,,,
T,2018-08-25 02:14:25,41.953335609,-87.623081859,582.3,5.5,239.4,13.807,65.45,,,,
T,2018-08-25 02:14:31,41.953266040,-87.623247066,582.3,5.1,240.5,13.816,51.60,,,,
T,2018-08-25 02:14:37,41.953213820,-87.623420907,582.3,5.0,248.0,13.824,50.97,,,,
T,2018-08-25 02:14:46,41.953108963,-87.623622408,582.3,4.4,235.0,13.835,66.82,,,,
T,2018-08-25 02:14:52,41.953052552,-87.623741599,582.3,3.8,237.5,13.842,38.39,,,,
T,2018-08-25 02:14:57,41.953010643,-87.623844948,580.8,3.8,241.4,13.847,31.99,,,,
T,2018-08-25 02:15:05,41.952935625,-87.624031361,582.3,4.3,241.6,13.856,57.61,,,,
T,2018-08-25 02:15:18,41.952832276,-87.624280723,582.3,3.5,240.9,13.869,77.59,,,,
T,2018-08-25 02:15:28,41.952701518,-87.624544334,582.3,5.1,236.3,13.883,86.10,,,,
T,2018-08-25 02:15:40,41.952546621,-87.624840550,583.9,4.9,234.9,13.900,98.38,,,,
T,2018-08-25 02:15:48,41.952433717,-87.625045739,583.9,5.1,233.5,13.911,69.34,,,,
T,2018-08-25 02:15:52,41.952371607,-87.625126205,582.3,4.7,223.9,13.916,31.49,,,,
T,2018-08-25 02:16:04,41.952215787,-87.625438850,582.3,5.0,236.2,13.933,102.26,,,,
T,2018-08-25 02:16:16,41.952113360,-87.625772785,582.3,4.8,247.6,13.949,98.21,,,,
T,2018-08-25 02:16:27,41.952000791,-87.626092052,582.3,5.2,244.6,13.965,96.05,,,,
T,2018-08-25 02:16:36,41.951889731,-87.626324147,582.3,4.9,237.2,13.977,74.99,,,,
T,2018-08-25 02:16:49,41.951775989,-87.626642492,582.3,4.4,244.3,13.993,96.01,,,,
T,2018-08-25 02:17:04,41.951675489,-87.627055049,582.3,4.7,251.9,14.013,118.05,,,,
T,2018-08-25 02:17:16,41.951546827,-87.627375824,582.3,4.9,241.7,14.029,99.06,,,,
T,2018-08-25 02:17:18,41.951523777,-87.627437096,583.9,5.5,243.2,14.032,18.66,,,,
T,2018-08-25 02:17:24,41.951453788,-87.627602890,582.3,5.1,240.4,14.040,51.81,,,,
T,2018-08-25 02:17:37,41.951359073,-87.628061213,582.3,5.9,254.5,14.062,129.37,,,,
T,2018-08-25 02:17:50,41.951288497,-87.628521966,583.9,5.8,258.4,14.083,127.95,,,,
T,2018-08-25 02:18:02,41.951203169,-87.628897224,583.9,5.3,253.0,14.100,106.71,,,,
T,2018-08-25 02:18:12,41.951089846,-87.629189165,583.9,5.3,242.4,14.115,89.51,,,,
T,2018-08-25 02:18:18,41.951010805,-87.629330065,583.9,4.7,233.0,14.123,47.95,,,,
T,2018-08-25 02:18:28,41.950910892,-87.629394354,583.9,2.4,205.6,14.130,40.39,,,,
T,2018-08-25 02:18:39,41.950853057,-87.629272733,583.9,2.1,122.6,14.136,39.23,,,,
T,2018-08-25 02:18:43,41.950830175,-87.629237026,582.3,1.9,130.8,14.138,12.80,,,,
T,2018-08-25 02:18:57,41.950744847,-87.629041812,582.3,2.6,120.4,14.148,61.54,,,,
T,2018-08-25 02:19:11,41.950668236,-87.628944414,582.3,1.6,136.6,14.155,38.49,,,,
T,2018-08-25 02:19:12,41.950664632,-87.628941145,582.3,0.9,146.0,14.155,1.59,,,,
T,2018-08-25 02:19:15,41.950653065,-87.628920777,582.3,1.4,127.4,14.156,6.96,,,,
T,2018-08-25 02:19:28,41.950595817,-87.628700836,583.9,2.9,109.3,14.166,63.36,,,,
T,2018-08-25 02:19:40,41.950471597,-87.628432447,582.3,4.2,121.9,14.181,85.90,,,,
T,2018-08-25 02:19:51,41.950308066,-87.628128519,583.9,5.5,125.9,14.197,101.92,,,,
T,2018-08-25 02:20:02,41.950148307,-87.627838170,582.3,5.3,126.5,14.214,98.12,,,,
T,2018-08-25 02:20:07,41.950077983,-87.627729876,582.3,4.6,131.1,14.220,39.05,,,,
T,2018-08-25 02:20:17,41.949965581,-87.627458554,582.3,5.0,119.1,14.234,84.41,,,,
T,2018-08-25 02:20:29,41.949806493,-87.627127133,582.3,5.3,122.8,14.251,107.19,,,,
T,2018-08-25 02:20:42,41.949612536,-87.626838628,582.3,4.8,132.1,14.269,105.62,,,,
T,2018-08-25 02:20:55,41.949432827,-87.626583232,582.3,4.4,133.4,14.285,95.48,,,,
T,2018-08-25 02:21:01,41.949386643,-87.626491617,582.3,3.0,124.1,14.290,30.07,,,,
T,2018-08-25 02:21:09,41.949350601,-87.626326913,582.3,3.5,106.4,14.297,46.69,,,,
T,2018-08-25 02:21:12,41.949332915,-87.626250805,582.3,4.3,107.4,14.301,21.68,,,,
T,2018-08-25 02:21:24,41.949194781,-87.625937322,583.9,4.9,120.6,14.317,99.03,,,,
T,2018-08-25 02:21:35,41.949055139,-87.625621911,583.9,5.4,120.8,14.333,99.76,,,,
T,2018-08-25 02:21:48,41.948897978,-87.625326700,582.3,4.5,125.6,14.350,98.64,,,,
T,2018-08-25 02:21:53,41.948821954,-87.625201643,583.9,5.2,129.3,14.357,43.87,,,,
T,2018-08-25 02:21:57,41.948763700,-87.625109442,582.3,4.9,130.3,14.362,32.86,,,,
T,2018-08-25 02:22:11,41.948540155,-87.624761509,582.3,5.3,130.8,14.383,124.88,,,,
T,2018-08-25 02:22:22,41.948345778,-87.624496305,582.3,5.4,134.6,14.400,101.11,,,,
T,2018-08-25 02:22:33,41.948117120,-87.624267228,582.3,5.6,143.3,14.417,104.05,,,,
T,2018-08-25 02:22:45,41.947882595,-87.624035217,582.3,5.2,143.7,14.434,106.24,,,,
T,2018-08-25 02:22:57,41.947646392,-87.623828184,580.8,5.1,146.9,14.451,102.86,,,,
T,2018-08-25 02:23:10,41.947399797,-87.623640010,582.3,4.7,150.4,14.468,103.42,,,,
T,2018-08-25 02:23:13,41.947336681,-87.623610841,582.3,4.8,161.0,14.472,24.33,,,,
T,2018-08-25 02:23:25,41.947117746,-87.623420404,582.3,4.7,147.1,14.488,95.13,,,,
T,2018-08-25 02:23:30,41.947044823,-87.623375813,582.3,3.5,155.5,14.493,29.21,,,,
T,2018-08-25 02:23:32,41.947023617,-87.623353181,582.3,2.9,141.6,14.494,9.88,,,,
T,2018-08-25 02:23:45,41.946880957,-87.623110525,582.3,3.8,128.3,14.508,84.03,,,,
T,2018-08-25 02:23:58,41.946729831,-87.622800814,582.3,4.6,123.3,14.525,100.66,,,,
T,2018-08-25 02:24:10,41.946593626,-87.622479703,582.3,5.0,119.7,14.541,100.47,,,,
T,2018-08-25 02:24:22,41.946453732,-87.622161191,582.3,5.0,120.6,14.558,100.53,,,,
T,2018-08-25 02:24:35,41.946260277,-87.621794567,580.8,5.6,125.4,14.578,122.14,,,,
T,2018-08-25 02:24:46,41.946103871,-87.621545121,582.3,4.8,130.1,14.592,88.62,,,,
T,2018-08-25 02:24:57,41.945973951,-87.621354768,580.8,3.8,132.5,14.604,70.17,,,,
T,2018-08-25 02:25:08,41.945868675,-87.621089313,582.3,4.4,118.1,14.617,81.77,,,,
T,2018-08-25 02:25:22,41.945634149,-87.620745571,582.3,5.4,132.5,14.638,126.69,,,,
T,2018-08-25 02:25:34,41.945473971,-87.620520014,582.3,4.2,133.7,14.652,84.69,,,,
T,2018-08-25 02:25:47,41.945348494,-87.620253386,582.3,3.9,122.3,14.666,85.75,,,,
T,2018-08-25 02:26:01,41.945136515,-87.619943088,582.3,4.8,132.6,14.685,114.43,,,,
T,2018-08-25 02:26:13,41.944961501,-87.619683081,582.3,4.7,132.1,14.701,95.24,,,,
T,2018-08-25 02:26:26,41.944761844,-87.619459620,582.3,4.3,140.2,14.716,94.81,,,,
T,2018-08-25 02:26:38,41.944605103,-87.619355936,582.3,3.1,153.8,14.727,63.70,,,,
T,2018-08-25 02:26:51,41.944573838,-87.619573865,583.9,2.8,259.1,14.737,60.37,,,,
T,2018-08-25 02:27:04,41.944487924,-87.619948452,583.9,4.9,252.9,14.754,106.61,,,,
T,2018-08-25 02:27:17,41.944374265,-87.620361261,583.9,5.5,249.7,14.774,119.70,,,,
T,2018-08-25 02:27:28,41.944269072,-87.620682707,583.9,5.1,246.3,14.790,95.48,,,,
T,2018-08-25 02:27:41,41.944189444,-87.621109262,583.9,5.5,255.9,14.809,119.62,,,,
T,2018-08-25 02:27:53,41.944098584,-87.621500781,583.9,5.5,252.7,14.828,111.54,,,,
T,2018-08-25 02:28:06,41.944044772,-87.621856676,583.9,4.5,258.5,14.844,98.79,,,,
T,2018-08-25 02:28:19,41.943996912,-87.622150881,582.3,3.7,257.7,14.858,81.92,,,,
T,2018-08-25 02:28:31,41.943933964,-87.622421114,582.3,3.8,252.6,14.870,77.01,,,,
T,2018-08-25 02:28:37,41.943902029,-87.622574754,582.3,4.3,254.4,14.877,43.39,,,,
T,2018-08-25 02:28:50,41.943844277,-87.622955209,583.9,4.8,258.5,14.895,105.62,,,,
T,2018-08-25 02:29:00,41.943789963,-87.623284534,585.5,5.4,257.5,14.910,91.76,,,,
T,2018-08-25 02:29:12,41.943728439,-87.623704299,585.5,5.7,258.9,14.929,116.38,,,,
T,2018-08-25 02:29:15,41.943714945,-87.623815527,583.9,6.1,260.7,14.934,30.66,,,,
T,2018-08-25 02:29:19,41.943711173,-87.623939244,583.9,5.0,267.7,14.940,33.69,,,,
T,2018-08-25 02:29:31,41.943627605,-87.624335540,585.5,5.5,254.2,14.958,112.03,,,,
T,2018-08-25 02:29:33,41.943620229,-87.624409301,585.5,6.0,262.3,14.961,20.25,,,,
T,2018-08-25 02:29:47,41.943509169,-87.624904336,585.5,6.0,253.2,14.985,140.63,,,,
T,2018-08-25 02:30:00,41.943424428,-87.625352265,583.9,5.7,255.7,15.005,125.72,,,,
T,2018-08-25 02:30:15,41.943317056,-87.625857610,583.9,5.6,254.1,15.029,142.94,,,,
T,2018-08-25 02:30:26,41.943231477,-87.626242256,585.5,5.9,253.3,15.047,109.20,,,,
T,2018-08-25 02:30:40,41.943144221,-87.626735531,583.9,5.8,256.6,15.069,137.92,,,,
T,2018-08-25 02:30:53,41.943072723,-87.627179939,583.9,5.6,257.8,15.090,123.68,,,,
T,2018-08-25 02:31:07,41.942984881,-87.627659300,583.9,5.7,256.2,15.112,134.29,,,,
T,2018-08-25 02:31:21,41.942861499,-87.628147798,583.9,5.9,251.2,15.135,140.30,,,,
T,2018-08-25 02:31:32,41.942785811,-87.628498580,583.9,5.4,253.8,15.151,99.34,,,,
T,2018-08-25 02:31:44,41.942684893,-87.628865456,582.3,5.3,249.7,15.169,106.37,,,,
T,2018-08-25 02:31:55,41.942605851,-87.629213389,582.3,5.3,253.0,15.185,98.95,,,,
T,2018-08-25 02:32:07,41.942517674,-87.629540032,580.8,4.7,250.1,15.201,94.50,,,,
T,2018-08-25 02:32:18,41.942503676,-87.629849240,582.3,4.5,266.5,15.215,84.28,,,,
T,2018-08-25 02:32:29,41.942428742,-87.630237741,583.9,5.9,255.5,15.232,109.17,,,,
T,2018-08-25 02:32:43,41.942336541,-87.630687766,583.9,5.4,254.6,15.253,126.96,,,,
T,2018-08-25 02:32:55,41.942228833,-87.631092276,583.9,5.8,250.3,15.273,116.84,,,,
T,2018-08-25 02:33:07,41.942116097,-87.631470971,583.9,5.5,248.2,15.291,110.92,,,,
T,2018-08-25 02:33:16,41.942037642,-87.631743383,583.9,5.2,248.8,15.304,79.44,,,,
T,2018-08-25 02:33:27,41.941987267,-87.632087795,583.9,5.1,258.9,15.320,95.48,,,,
T,2018-08-25 02:33:39,41.941925911,-87.632511919,583.9,5.8,259.0,15.339,117.54,,,,
T,2018-08-25 02:33:51,41.941895820,-87.632906791,583.9,5.3,264.2,15.357,107.99,,,,
T,2018-08-25 02:33:55,41.941883247,-87.633037046,582.3,5.3,262.6,15.363,35.73,,,,
T,2018-08-25 02:33:59,41.941899844,-87.633154141,582.3,4.8,280.8,15.368,32.43,,,,
T,2018-08-25 02:34:11,41.941978969,-87.633481119,580.8,4.6,288.0,15.383,93.52,,,,
T,2018-08-25 02:34:22,41.941983830,-87.633755459,580.8,4.0,271.4,15.396,74.66,,,,
T,2018-08-25 02:34:36,41.941960696,-87.634089729,582.3,3.9,264.7,15.411,91.33,,,,
T,2018-08-25 02:34:50,41.941995230,-87.634342695,580.8,3.0,280.4,15.422,69.96,,,,
T,2018-08-25 02:35:05,41.941981148,-87.634560540,580.8,2.3,265.0,15.432,59.49,,,,
T,2018-08-25 02:35:26,41.941964552,-87.634798419,580.8,1.8,264.6,15.443,65.00,,,,
T,2018-08-25 02:35:44,41.941960445,-87.635014672,580.8,1.9,268.5,15.452,58.85,,,,
T,2018-08-25 02:36:02,41.941987602,-87.635197816,580.8,1.7,281.3,15.461,50.80,,,,
T,2018-08-25 02:36:22,41.942063458,-87.635329999,580.8,1.3,307.7,15.468,45.36,,,,
T,2018-08-25 02:36:46,41.942123054,-87.635476599,580.8,1.1,298.7,15.476,45.41,,,,
T,2018-08-25 02:37:05,41.942176865,-87.635632167,580.8,1.5,294.9,15.483,46.65,,,,
T,2018-08-25 02:37:25,41.942246100,-87.635872979,580.8,2.1,291.1,15.495,70.21,,,,
T,2018-08-25 02:37:51,41.942338636,-87.636250081,580.8,2.5,288.3,15.513,108.00,,,,
T,2018-08-25 02:38:10,41.942393370,-87.636535317,580.8,2.5,284.5,15.526,80.13,,,,
T,2018-08-25 02:38:34,41.942471322,-87.636851147,582.3,2.2,288.4,15.541,90.50,,,,
T,2018-08-25 02:38:56,41.942479955,-87.637231434,582.3,2.8,271.7,15.558,103.51,,,,
T,2018-08-25 02:39:18,41.942497054,-87.637611302,582.3,2.8,273.5,15.575,103.54,,,,
T,2018-08-25 02:39:42,41.942615909,-87.638023440,580.8,3.0,291.2,15.595,120.20,,,,
T,2018-08-25 02:40:01,41.942854459,-87.638188982,580.8,3.1,332.7,15.611,97.90,,,,
T,2018-08-25 02:40:28,41.943231393,-87.638440523,580.8,3.4,333.6,15.636,153.46,,,,
T,2018-08-25 02:40:54,41.943631377,-87.638663398,582.3,3.6,337.5,15.662,157.87,,,,
T,2018-08-25 02:41:22,41.944015184,-87.638917956,582.3,3.3,333.7,15.688,156.07,,,,
T,2018-08-25 02:41:45,41.944317017,-87.639139155,582.3,3.2,331.4,15.708,125.38,,,,
T,2018-08-25 02:42:13,41.944667716,-87.639306793,582.3,2.9,340.4,15.731,135.69,,,,
T,2018-08-25 02:42:41,41.945000561,-87.639526650,583.9,2.9,333.8,15.753,135.24,,,,
T,2018-08-25 02:43:04,41.944971643,-87.639830159,583.9,2.1,262.7,15.767,83.24,,,,
T,2018-08-25 02:43:30,41.944908276,-87.639855556,582.3,0.5,196.6,15.771,24.10,,,,
T,2018-08-25 02:43:57,41.944813812,-87.639796799,582.3,0.8,155.2,15.777,37.95,,,,
T,2018-08-25 02:44:25,41.944740890,-87.639769474,582.3,0.6,164.4,15.781,27.59,,,,
T,2018-08-25 02:44:54,41.944720689,-87.639791686,582.3,0.2,219.3,15.783,9.52,,,,
T,2018-08-25 02:45:29,41.944710212,-87.639789926,583.9,0.1,172.9,15.784,3.85,,,,
T,2018-08-25 02:45:59,41.944709457,-87.639781209,583.9,0.0,96.6,15.784,2.39,,,,
T,2018-08-25 02:46:26,41.944698812,-87.639780957,585.5,0.1,179.0,15.785,3.88,,,,
T,2018-08-25 02:46:56,41.944707613,-87.639794284,585.5,0.1,311.6,15.785,4.84,,,,
T,2018-08-25 02:47:26,41.944693783,-87.639769642,585.5,0.2,127.0,15.787,8.39,,,,
T,2018-08-25 02:47:52,41.944694621,-87.639780371,588.6,0.1,276.0,15.787,2.93,,,,
T,2018-08-25 02:48:19,41.944696885,-87.639787914,588.6,0.0,292.0,15.788,2.21,,,,
T,2018-08-25 02:48:46,41.944705015,-87.639788836,588.6,0.1,355.2,15.788,2.97,,,,
T,2018-08-25 02:49:14,41.944715325,-87.639802247,590.2,0.1,315.9,15.789,5.24,,,,
T,2018-08-25 02:49:43,41.944711637,-87.639812641,588.6,0.1,244.5,15.789,3.13,,,,
T,2018-08-25 02:50:12,41.944727562,-87.639795793,588.6,0.2,38.2,15.791,7.40,,,,
T,2018-08-25 02:50:45,41.944732843,-87.639787663,590.2,0.1,48.9,15.791,2.93,,,,
T,2018-08-25 02:51:11,41.944724293,-87.639790932,590.2,0.1,195.9,15.792,3.24,,,,
