type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2014-07-03 22:46:05,41.867743721,-87.604858596,278.0,,,0.000,,,Cyan,2014-07-03 17:46:05 Auto,
T,2014-07-03 22:46:07,41.867711870,-87.604864379,289.0,3.5,187.7,0.002,11.71,,,,
T,2014-07-03 22:46:08,41.867726035,-87.604895476,298.5,5.9,301.5,0.004,9.92,,,,
T,2014-07-03 22:46:09,41.867737770,-87.604919951,309.5,4.7,302.8,0.005,7.92,,,,
T,2014-07-03 22:46:10,41.867748415,-87.604946857,320.6,4.9,298.0,0.006,8.29,,,,
T,2014-07-03 22:46:11,41.867740117,-87.604957670,331.6,2.5,224.1,0.007,4.22,,,,
T,2014-07-03 22:46:13,41.867720252,-87.604970746,349.0,2.4,206.1,0.008,8.07,,,,
T,2014-07-03 22:46:15,41.867677504,-87.604966303,366.3,4.6,175.6,0.011,15.62,,,,
T,2014-07-03 22:46:17,41.867648251,-87.604971081,382.1,3.2,186.9,0.013,10.74,,,,
T,2014-07-03 22:46:19,41.867602989,-87.604953814,404.2,5.1,164.1,0.015,17.15,,,,
T,2014-07-03 22:46:20,41.867580274,-87.604945265,404.2,5.1,164.3,0.017,8.60,,,,
T,2014-07-03 22:46:22,41.867544064,-87.604936883,418.3,4.0,170.2,0.019,13.39,,,,
T,2014-07-03 22:46:24,41.867506597,-87.604927663,431.0,4.1,169.6,0.021,13.88,,,,
T,2014-07-03 22:46:26,41.867460916,-87.604913916,442.0,5.1,167.4,0.024,17.06,,,,
T,2014-07-03 22:46:28,41.867454629,-87.604938056,453.1,2.1,250.7,0.025,6.96,,,,
T,2014-07-03 22:46:31,41.867405176,-87.604932608,467.2,3.6,175.3,0.028,18.08,,,,
T,2014-07-03 22:46:34,41.867335690,-87.604911653,479.9,5.1,167.3,0.033,25.96,,,,
T,2014-07-03 22:46:37,41.867267797,-87.604891537,490.9,5.0,167.6,0.037,25.34,,,,
T,2014-07-03 22:46:40,41.867206357,-87.604879048,501.9,4.5,171.4,0.040,22.65,,,,
T,2014-07-03 22:46:44,41.867129495,-87.604874857,517.7,4.2,177.7,0.045,28.03,,,,
T,2014-07-03 22:46:45,41.867109882,-87.604873264,516.1,4.2,176.5,0.046,7.16,,,,
T,2014-07-03 22:46:49,41.867026482,-87.604852812,527.2,4.6,169.7,0.051,30.90,,,,
T,2014-07-03 22:46:54,41.866936041,-87.604832193,536.6,4.0,170.4,0.057,33.43,,,,
T,2014-07-03 22:47:00,41.866822215,-87.604818028,547.7,4.1,174.7,0.064,41.66,,,,
T,2014-07-03 22:47:03,41.866768151,-87.604804700,552.4,4.0,169.6,0.067,20.03,,,,
T,2014-07-03 22:47:11,41.866610404,-87.604773855,563.4,4.3,171.7,0.077,58.09,,,,
T,2014-07-03 22:47:22,41.866393564,-87.604728760,572.9,4.3,171.2,0.090,79.97,,,,
T,2014-07-03 22:47:36,41.866128528,-87.604696993,582.3,4.1,174.9,0.106,96.97,1,,,
T,2014-07-03 22:51:35,41.861316645,-87.604453079,282.7,,,0.394,1754.73,,,,
T,2014-07-03 22:51:40,41.861224696,-87.604441261,301.6,4.0,174.5,0.400,33.66,,,,
T,2014-07-03 22:51:42,41.861206759,-87.604411002,311.1,3.1,128.5,0.402,10.52,,,,
T,2014-07-03 22:51:45,41.861138362,-87.604407230,328.4,4.9,177.6,0.406,24.95,,,,
T,2014-07-03 22:51:47,41.861091088,-87.604402369,345.8,5.1,175.6,0.409,17.28,,,,
T,2014-07-03 22:51:49,41.861043563,-87.604392478,363.2,5.2,171.2,0.412,17.53,,,,
T,2014-07-03 22:51:51,41.861000815,-87.604384013,378.9,4.7,171.6,0.414,15.75,,,,
T,2014-07-03 22:51:53,41.860963516,-87.604372529,393.1,4.1,167.1,0.416,13.95,,,,
T,2014-07-03 22:51:55,41.860924205,-87.604360543,413.6,4.4,167.2,0.419,14.69,,,,
T,2014-07-03 22:51:56,41.860902999,-87.604356855,413.6,4.6,172.6,0.420,7.79,,,,
T,2014-07-03 22:51:58,41.860862095,-87.604349144,426.2,4.5,172.0,0.423,15.05,,,,
T,2014-07-03 22:52:00,41.860823873,-87.604341768,437.3,4.2,171.8,0.425,14.07,,,,
T,2014-07-03 22:52:02,41.860785149,-87.604330620,448.3,4.3,167.9,0.427,14.43,,,,
T,2014-07-03 22:52:04,41.860745587,-87.604319053,457.8,4.4,167.7,0.430,14.76,,,,
T,2014-07-03 22:52:06,41.860708119,-87.604309917,468.8,4.1,169.7,0.432,13.88,,,,
T,2014-07-03 22:52:09,41.860651039,-87.604310168,481.4,4.1,180.2,0.435,20.80,,,,
T,2014-07-03 22:52:12,41.860598484,-87.604318969,494.0,3.8,187.1,0.439,19.30,,,,
T,2014-07-03 22:52:15,41.860541822,-87.604321567,503.5,4.1,182.0,0.442,20.66,,,,
T,2014-07-03 22:52:18,41.860484155,-87.604325172,514.5,4.2,182.7,0.445,21.04,,,,
T,2014-07-03 22:52:22,41.860410059,-87.604331877,525.6,4.0,183.9,0.450,27.06,,,,
T,2014-07-03 22:52:26,41.860331185,-87.604333302,535.0,4.3,180.8,0.455,28.74,,,,
T,2014-07-03 22:52:31,41.860229764,-87.604343863,546.1,4.4,184.4,0.461,37.07,,,,
T,2014-07-03 22:52:37,41.860110741,-87.604353922,557.1,4.3,183.6,0.468,43.46,,,,
T,2014-07-03 22:52:42,41.860009069,-87.604365321,565.0,4.4,184.8,0.474,37.18,,,,
T,2014-07-03 22:52:51,41.859827517,-87.604371104,574.5,4.4,181.4,0.485,66.18,,,,
T,2014-07-03 22:53:00,41.859652922,-87.604377223,580.8,4.2,181.5,0.495,63.65,1,,,
T,2014-07-03 23:01:23,41.853383845,-87.610003408,282.7,,,0.948,2751.03,,,,
T,2014-07-03 23:01:26,41.853488116,-87.610020759,273.3,7.6,352.9,0.954,38.29,,,,
T,2014-07-03 23:01:28,41.853530025,-87.610048754,282.7,5.1,333.5,0.957,17.07,,,,
T,2014-07-03 23:01:30,41.853564642,-87.610064847,301.6,4.0,340.9,0.959,13.35,,,,
T,2014-07-03 23:01:31,41.853582244,-87.610075241,311.1,4.2,336.3,0.961,7.01,,,,
T,2014-07-03 23:01:33,41.853614934,-87.610092256,330.1,3.8,338.8,0.963,12.78,,,,
T,2014-07-03 23:01:35,41.853650138,-87.610095274,347.4,3.8,356.3,0.965,12.85,,,,
T,2014-07-03 23:01:36,41.853668243,-87.610098962,363.2,4.0,351.4,0.966,6.67,,,,
T,2014-07-03 23:01:37,41.853685845,-87.610104410,364.7,3.9,347.0,0.967,6.58,,,,
T,2014-07-03 23:01:39,41.853724904,-87.610121928,378.9,4.4,341.5,0.969,15.01,,,,
T,2014-07-03 23:01:41,41.853767317,-87.610133327,393.1,4.7,348.7,0.972,15.76,,,,
T,2014-07-03 23:01:43,41.853805287,-87.610144224,407.3,4.2,347.9,0.974,14.15,,,,
T,2014-07-03 23:01:45,41.853841916,-87.610152690,419.9,4.0,350.2,0.977,13.55,,,,
T,2014-07-03 23:01:47,41.853880808,-87.610155120,431.0,4.2,357.3,0.979,14.19,,,,
T,2014-07-03 23:01:49,41.853918359,-87.610157970,442.0,4.1,356.8,0.981,13.71,,,,
T,2014-07-03 23:01:51,41.853959682,-87.610164424,453.1,4.5,353.4,0.984,15.16,,,,
T,2014-07-03 23:01:54,41.854021037,-87.610171549,467.2,4.4,355.1,0.987,22.44,,,,
T,2014-07-03 23:01:57,41.854078788,-87.610184289,479.9,4.2,350.7,0.991,21.33,,,,
T,2014-07-03 23:02:00,41.854138803,-87.610182278,490.9,4.3,1.4,0.995,21.88,,,,
T,2014-07-03 23:02:02,41.854176773,-87.610186720,497.2,4.1,355.0,0.997,13.89,,,,
T,2014-07-03 23:02:06,41.854256736,-87.610196527,509.8,4.3,354.8,1.002,29.26,,,,
T,2014-07-03 23:02:10,41.854339801,-87.610209268,520.8,4.5,353.5,1.007,30.47,,,,
T,2014-07-03 23:02:15,41.854446419,-87.610228378,533.5,4.6,352.4,1.013,39.20,,,,
T,2014-07-03 23:02:21,41.854576757,-87.610246986,544.5,4.7,353.9,1.021,47.77,,,,
T,2014-07-03 23:02:27,41.854702318,-87.610276993,554.0,4.6,349.9,1.029,46.48,,,,
T,2014-07-03 23:02:36,41.854897784,-87.610333152,565.0,4.8,347.9,1.041,72.85,,,,
T,2014-07-03 23:02:43,41.855041534,-87.610367769,576.0,4.5,349.8,1.049,53.23,,,,
T,2014-07-03 23:02:45,41.855084114,-87.610382019,580.8,4.7,346.0,1.052,15.99,,,,
T,2014-07-03 23:02:59,41.855398938,-87.610451169,514.5,4.9,350.7,1.071,116.26,,,,
T,2014-07-03 23:03:00,41.855418971,-87.610457875,588.6,4.5,346.0,1.072,7.53,,,,
T,2014-07-03 23:03:02,41.855455683,-87.610467346,591.8,4.0,349.1,1.075,13.62,,,,
T,2014-07-03 23:03:27,41.855967483,-87.610644456,599.7,4.6,345.5,1.106,192.64,,,,
T,2014-07-03 23:03:55,41.856544241,-87.610839335,601.3,4.6,345.9,1.142,216.78,,,,
T,2014-07-03 23:04:24,41.856968282,-87.610866660,599.7,3.2,357.3,1.167,154.70,,,,
T,2014-07-03 23:04:48,41.857373044,-87.610868169,601.3,3.6,359.8,1.192,147.50,,,,
T,2014-07-03 23:05:16,41.857810495,-87.610894320,601.3,3.4,357.5,1.218,159.57,,,,
T,2014-07-03 23:05:40,41.858137306,-87.610903373,601.3,2.9,358.8,1.238,119.12,,,,
T,2014-07-03 23:06:08,41.858541565,-87.610945534,601.3,3.1,355.6,1.262,147.76,,,,
T,2014-07-03 23:06:34,41.858899724,-87.610953413,601.3,3.0,359.1,1.283,130.53,,,,
T,2014-07-03 23:07:00,41.859258721,-87.610995574,601.3,3.0,355.0,1.305,131.32,,,,
T,2014-07-03 23:07:24,41.859621322,-87.611015942,601.3,3.3,357.6,1.327,132.25,,,,
T,2014-07-03 23:07:51,41.860019714,-87.611069586,599.7,3.2,354.3,1.351,145.91,,,,
T,2014-07-03 23:08:08,41.860098755,-87.611248540,599.7,2.0,300.7,1.360,56.62,,,,
T,2014-07-03 23:08:29,41.860100850,-87.611372843,593.4,1.0,271.3,1.366,33.87,,,,
T,2014-07-03 23:09:03,41.860014601,-87.611372508,591.8,0.5,179.8,1.371,31.43,,,,
T,2014-07-03 23:09:37,41.860028347,-87.611369491,595.0,0.1,9.3,1.372,5.08,,,,
T,2014-07-03 23:10:07,41.860036561,-87.611362869,593.4,0.1,31.0,1.372,3.49,,,,
T,2014-07-03 23:10:17,41.860037400,-87.611362450,587.1,0.0,20.4,1.372,0.33,,,,
T,2014-07-03 23:10:19,41.860032706,-87.611360354,591.8,0.5,161.6,1.373,1.80,1,,,
T,2014-07-03 23:17:23,41.856910028,-87.610866074,591.8,,,1.561,1145.86,,,,
T,2014-07-03 23:17:44,41.856503757,-87.610789798,590.2,4.2,172.0,1.586,149.50,,,,
T,2014-07-03 23:17:47,41.856437791,-87.610776974,596.6,4.8,171.8,1.590,24.29,,,,
T,2014-07-03 23:18:11,41.855922304,-87.610623082,601.3,4.8,167.5,1.621,192.47,,,,
T,2014-07-03 23:18:14,41.855861368,-87.610609587,596.6,4.4,170.6,1.625,22.51,,,,
T,2014-07-03 23:18:36,41.855398351,-87.610548651,599.7,4.6,174.4,1.653,169.54,,,,
T,2014-07-03 23:18:59,41.854904657,-87.610520152,601.3,4.6,177.5,1.683,180.07,1,,,
T,2014-07-03 23:23:32,41.850790232,-87.606107332,602.9,,,1.999,1921.81,,,,
T,2014-07-03 23:23:46,41.850682776,-87.605843721,593.4,3.5,118.7,2.012,81.80,,,,
T,2014-07-03 23:23:59,41.850528885,-87.605559239,582.3,4.4,126.0,2.028,95.67,,,,
T,2014-07-03 23:24:00,41.850516396,-87.605536860,582.3,4.5,126.8,2.029,7.61,,,,
T,2014-07-03 23:24:14,41.850336939,-87.605245085,583.9,4.4,129.5,2.046,102.94,,,,
T,2014-07-03 23:24:27,41.850171732,-87.604969908,583.9,4.4,128.9,2.062,96.15,,,,
T,2014-07-03 23:24:29,41.850148430,-87.604927747,598.1,4.2,126.6,2.065,14.28,,,,
T,2014-07-03 23:24:30,41.850136779,-87.604903774,590.2,4.6,123.1,2.066,7.79,,,,
T,2014-07-03 23:24:40,41.850022702,-87.604693137,593.4,4.2,126.0,2.078,70.86,,,,
T,2014-07-03 23:24:52,41.849896051,-87.604420641,590.2,4.3,122.0,2.092,87.42,,,,
T,2014-07-03 23:25:06,41.849797564,-87.604057873,590.2,4.5,110.0,2.109,105.15,,,,
T,2014-07-03 23:25:25,41.849699915,-87.603565184,593.4,4.3,104.9,2.132,138.87,,,,
T,2014-07-03 23:25:40,41.849616766,-87.603175845,595.0,4.4,106.0,2.150,110.32,,,,
T,2014-07-03 23:25:56,41.849535629,-87.602766389,595.0,4.3,104.9,2.169,115.41,,,,
T,2014-07-03 23:26:12,41.849447451,-87.602385599,595.0,4.0,107.3,2.187,108.61,,,,
T,2014-07-03 23:26:33,41.849333961,-87.601833064,596.6,4.4,105.4,2.213,156.12,,,,
T,2014-07-03 23:26:51,41.849224493,-87.601380274,596.6,4.3,108.0,2.234,129.66,,,,
T,2014-07-03 23:27:09,41.849126844,-87.600898901,596.6,4.5,105.2,2.256,135.90,,,,
T,2014-07-03 23:27:26,41.849036990,-87.600457594,596.6,4.3,105.3,2.277,124.62,,,,
T,2014-07-03 23:27:41,41.848963397,-87.600062387,595.0,4.4,104.0,2.295,110.97,,,,
T,2014-07-03 23:27:58,41.848877566,-87.599607836,595.0,4.5,104.2,2.316,127.74,,,,
T,2014-07-03 23:28:14,41.848790562,-87.599172983,596.6,4.5,105.0,2.336,122.65,,,,
T,2014-07-03 23:28:29,41.848716717,-87.598764952,596.6,4.5,103.7,2.355,114.38,,,,
T,2014-07-03 23:28:44,41.848633401,-87.598388437,590.2,4.2,106.5,2.373,106.98,,,,
T,2014-07-03 23:28:58,41.848564167,-87.598026171,588.6,4.3,104.4,2.390,101.88,,,,
T,2014-07-03 23:29:16,41.848484706,-87.597562484,588.6,4.3,103.0,2.411,129.61,,,,
T,2014-07-03 23:29:31,41.848396780,-87.597205415,587.1,4.0,108.3,2.428,102.43,,,,
T,2014-07-03 23:29:46,41.848322852,-87.596872235,587.1,3.7,106.6,2.443,94.69,,,,
T,2014-07-03 23:30:01,41.848255293,-87.596497061,588.6,4.2,103.6,2.461,105.14,,,,
T,2014-07-03 23:30:22,41.848168541,-87.595951986,588.6,4.3,102.1,2.486,151.84,,,,
T,2014-07-03 23:30:40,41.848070137,-87.595487460,587.1,4.3,105.9,2.507,131.55,,,,
T,2014-07-03 23:30:56,41.847977182,-87.595084626,587.1,4.3,107.2,2.526,114.87,,,,
T,2014-07-03 23:31:14,41.847894117,-87.594608702,588.6,4.4,103.2,2.548,133.16,,,,
T,2014-07-03 23:31:30,41.847803844,-87.594193295,590.2,4.4,106.3,2.568,117.87,,,,
T,2014-07-03 23:31:47,41.847690018,-87.593783839,588.6,4.1,110.5,2.587,119.02,,,,
T,2014-07-03 23:32:06,41.847558254,-87.593304645,588.6,4.3,110.3,2.610,139.11,,,,
T,2014-07-03 23:32:12,41.847512741,-87.593154023,588.6,4.4,112.1,2.617,44.26,,,,
T,2014-07-03 23:32:18,41.847459599,-87.593019325,588.6,4.1,117.9,2.624,41.50,,,,
T,2014-07-03 23:32:39,41.847287603,-87.592511382,588.6,4.3,114.4,2.649,151.93,,,,
T,2014-07-03 23:32:55,41.847171262,-87.592122462,588.6,4.2,111.9,2.668,114.13,,,,
T,2014-07-03 23:33:12,41.847025501,-87.591726165,590.2,4.2,116.3,2.688,120.34,,,,
T,2014-07-03 23:33:28,41.846895414,-87.591351662,590.2,4.2,115.0,2.706,112.51,,,,
T,2014-07-03 23:33:45,41.846762225,-87.590936171,590.2,4.3,113.3,2.727,123.17,,,,
T,2014-07-03 23:34:01,41.846640268,-87.590530571,590.2,4.4,112.0,2.746,119.12,,,,
T,2014-07-03 23:34:18,41.846519904,-87.590115666,590.2,4.2,111.3,2.766,121.26,,,,
T,2014-07-03 23:34:35,41.846387470,-87.589696739,590.2,4.3,113.0,2.787,123.93,,,,
T,2014-07-03 23:34:51,41.846269872,-87.589305974,590.2,4.3,112.0,2.805,114.77,,,,
T,2014-07-03 23:34:52,41.846260987,-87.589267502,590.2,6.5,107.2,2.807,10.97,1,,,
T,2014-07-03 23:37:50,41.844997080,-87.584934644,596.6,,,3.016,1267.26,,,,
T,2014-07-03 23:38:01,41.844929270,-87.584635746,591.8,4.6,106.9,3.030,85.11,,,,
T,2014-07-03 23:38:13,41.844848888,-87.584327543,591.8,4.4,109.3,3.044,88.94,,,,
T,2014-07-03 23:38:31,41.844734307,-87.583874334,591.8,4.3,108.7,3.066,130.36,,,,
T,2014-07-03 23:38:35,41.844706228,-87.583776265,587.1,4.2,111.0,3.071,28.61,,,,
T,2014-07-03 23:38:38,41.844685525,-87.583698398,588.6,4.4,109.6,3.074,22.52,,,,
T,2014-07-03 23:38:43,41.844657781,-87.583569651,598.1,4.3,106.1,3.080,36.51,,,,
T,2014-07-03 23:38:45,41.844639508,-87.583523467,596.6,4.2,118.0,3.083,14.24,,,,
T,2014-07-03 23:39:00,41.844532387,-87.583131362,591.8,4.5,110.1,3.101,113.75,,,,
T,2014-07-03 23:39:15,41.844424848,-87.582780831,591.8,4.1,112.4,3.118,103.24,,,,
T,2014-07-03 23:39:29,41.844341867,-87.582460810,593.4,3.9,109.2,3.134,92.29,,,,
T,2014-07-03 23:39:42,41.844235584,-87.582129557,588.6,4.5,113.3,3.150,98.22,,,,
T,2014-07-03 23:40:00,41.844098540,-87.581650866,587.1,4.6,111.0,3.173,139.67,,,,
T,2014-07-03 23:40:03,41.844079513,-87.581567802,598.1,4.7,107.1,3.177,23.67,,,,
T,2014-07-03 23:40:21,41.843973314,-87.581087938,593.4,4.5,106.5,3.199,136.36,,,,
T,2014-07-03 23:40:37,41.843897039,-87.580670519,593.4,4.3,103.8,3.218,117.09,,,,
T,2014-07-03 23:40:50,41.843816908,-87.580363993,596.6,4.0,109.3,3.233,88.48,,,,
T,2014-07-03 23:41:01,41.843753038,-87.580075320,595.0,4.4,106.5,3.246,82.03,,,,
T,2014-07-03 23:41:14,41.843672236,-87.579767620,596.6,4.1,109.4,3.261,88.86,,,,
T,2014-07-03 23:41:20,41.843641140,-87.579603670,595.0,4.6,104.3,3.269,46.09,,,,
T,2014-07-03 23:41:34,41.843537707,-87.579248613,595.0,4.4,111.4,3.286,103.83,,,,
T,2014-07-03 23:41:51,41.843425641,-87.578813424,598.1,4.4,109.1,3.306,125.42,,,,
T,2014-07-03 23:42:07,41.843310809,-87.578429868,598.1,4.2,111.9,3.325,112.58,,,,
T,2014-07-03 23:42:24,41.843188684,-87.578012282,598.1,4.3,111.4,3.345,122.18,,,,
T,2014-07-03 23:42:38,41.843081396,-87.577669714,598.1,4.3,112.8,3.362,101.20,,,,
T,2014-07-03 23:42:54,41.842966564,-87.577267801,598.1,4.3,111.0,3.381,117.24,,,,
T,2014-07-03 23:43:09,41.842868580,-87.576884916,598.1,4.4,109.0,3.399,110.27,,,,
T,2014-07-03 23:43:26,41.842757352,-87.576456433,598.1,4.3,109.2,3.419,123.59,,,,
T,2014-07-03 23:43:42,41.842660960,-87.576044966,598.1,4.4,107.5,3.439,117.49,,,,
T,2014-07-03 23:43:58,41.842559036,-87.575645568,598.1,4.3,108.9,3.458,114.99,,,,
T,2014-07-03 23:44:14,41.842453927,-87.575238962,598.1,4.3,109.1,3.477,117.23,,,,
T,2014-07-03 23:44:19,41.842424674,-87.575109294,598.1,4.4,106.8,3.483,36.91,,,,
T,2014-07-03 23:44:34,41.842352506,-87.574720793,598.1,4.3,104.0,3.501,109.08,,,,
T,2014-07-03 23:44:51,41.842289977,-87.574277055,598.1,4.3,100.7,3.521,123.04,,,,
T,2014-07-03 23:45:07,41.842242619,-87.573855110,598.1,4.3,98.6,3.540,116.26,,,,
T,2014-07-03 23:45:23,41.842187969,-87.573431069,596.6,4.3,99.8,3.560,117.25,,,,
T,2014-07-03 23:45:39,41.842132732,-87.573004682,596.6,4.4,99.9,3.579,117.92,,,,
T,2014-07-03 23:45:56,41.842060564,-87.572567482,598.1,4.3,102.5,3.599,122.00,,,,
T,2014-07-03 23:46:08,41.842003735,-87.572260033,598.1,4.3,103.9,3.613,86.30,,,,
T,2014-07-03 23:46:26,41.841914635,-87.571789389,598.1,4.4,104.3,3.635,132.29,,,,
T,2014-07-03 23:46:42,41.841826877,-87.571373898,591.8,4.4,105.8,3.654,117.65,1,,,
T,2014-07-03 23:54:52,41.839901218,-87.558457302,587.1,,,4.245,3588.99,,,,
T,2014-07-03 23:54:55,41.839909516,-87.558351690,588.6,5.7,84.0,4.250,28.94,,,,
T,2014-07-03 23:55:08,41.839873223,-87.558000488,571.3,4.4,97.9,4.266,96.61,,,,
T,2014-07-03 23:55:09,41.839872049,-87.557974421,588.6,4.2,93.5,4.267,7.12,,,,
T,2014-07-03 23:55:25,41.839814633,-87.557549458,588.6,4.4,100.3,4.286,117.68,,,,
T,2014-07-03 23:55:42,41.839772221,-87.557087364,588.6,4.4,97.0,4.307,126.87,,,,
T,2014-07-03 23:55:58,41.839720924,-87.556649493,590.2,4.5,98.9,4.327,120.78,,,,
T,2014-07-03 23:56:13,41.839695610,-87.556238780,591.8,4.4,94.7,4.346,112.30,,,,
T,2014-07-03 23:56:31,41.839673649,-87.555738213,591.8,4.5,93.4,4.368,136.64,,,,
T,2014-07-03 23:56:51,41.839624867,-87.555193808,591.8,4.4,96.9,4.393,149.41,,,,
T,2014-07-03 23:57:09,41.839582119,-87.554702545,591.8,4.4,96.7,4.415,134.77,,,,
T,2014-07-03 23:57:30,41.839528140,-87.554123271,591.8,4.5,97.1,4.441,159.07,,,,
T,2014-07-03 23:57:32,41.839519590,-87.554072812,574.5,4.2,102.8,4.443,14.10,,,,
T,2014-07-03 23:57:33,41.839513723,-87.554046325,582.3,4.5,106.6,4.445,7.53,,,,
T,2014-07-03 23:57:34,41.839508358,-87.554020761,596.6,4.3,105.7,4.446,7.24,,,,
T,2014-07-03 23:57:35,41.839506095,-87.553993519,596.6,4.4,96.4,4.447,7.47,,,,
T,2014-07-03 23:57:52,41.839442225,-87.553533772,591.8,4.4,100.6,4.468,127.43,,,,
T,2014-07-03 23:58:12,41.839356227,-87.552999509,591.8,4.4,102.2,4.493,148.92,,,,
T,2014-07-03 23:58:33,41.839238629,-87.552458877,590.2,4.3,106.3,4.518,153.43,,,,
T,2014-07-03 23:58:47,41.839149361,-87.552104406,591.8,4.3,108.7,4.535,101.92,,,,
T,2014-07-03 23:59:03,41.839022040,-87.551721521,591.8,4.2,114.1,4.553,114.19,,,,
T,2014-07-03 23:59:15,41.838973425,-87.551389178,593.4,4.6,101.1,4.569,92.28,,,,
T,2014-07-03 23:59:30,41.838953057,-87.550960612,591.8,4.6,93.6,4.588,117.02,,,,
T,2014-07-03 23:59:46,41.838941742,-87.550486447,591.8,4.8,91.8,4.609,129.28,,,,
T,2014-07-04 00:00:01,41.838933192,-87.550032735,593.4,4.9,91.4,4.629,123.68,,,,
T,2014-07-04 00:00:17,41.838892205,-87.549554296,601.3,4.9,96.6,4.651,131.23,,,,
T,2014-07-04 00:00:36,41.838879464,-87.548968568,593.4,5.0,91.7,4.677,159.68,,,,
T,2014-07-04 00:00:52,41.838868819,-87.548495326,593.4,4.8,91.7,4.699,129.02,,,,
T,2014-07-04 00:01:08,41.838852307,-87.548032142,593.4,4.7,92.7,4.719,126.36,,,,
T,2014-07-04 00:01:27,41.838832190,-87.547473405,593.4,4.8,92.8,4.744,152.44,,,,
T,2014-07-04 00:01:43,41.838809475,-87.546976609,591.8,5.0,93.5,4.767,135.63,,,,
T,2014-07-04 00:01:55,41.838818528,-87.546613002,591.8,4.9,88.1,4.783,99.14,,,,
T,2014-07-04 00:02:04,41.838822551,-87.546326257,588.6,5.1,88.9,4.796,78.15,,,,
T,2014-07-04 00:02:16,41.838830598,-87.545931637,593.4,5.3,88.4,4.814,107.58,,,,
T,2014-07-04 00:02:29,41.838840991,-87.545512794,591.8,5.2,88.1,4.832,114.20,,,,
T,2014-07-04 00:02:46,41.838847529,-87.544965455,593.4,5.2,89.1,4.857,149.17,,,,
T,2014-07-04 00:03:07,41.838845434,-87.544300016,593.4,5.1,90.2,4.887,181.34,,,,
T,2014-07-04 00:03:26,41.838845769,-87.543678833,593.4,5.3,90.0,4.915,169.28,,,,
T,2014-07-04 00:03:43,41.838825988,-87.543132082,595.0,5.2,92.8,4.939,149.17,,,,
T,2014-07-04 00:04:04,41.838821294,-87.542435797,591.8,5.4,90.5,4.970,189.75,,,,
T,2014-07-04 00:04:21,41.838816013,-87.541872952,591.8,5.3,90.7,4.996,153.39,,,,
T,2014-07-04 00:04:37,41.838811487,-87.541328967,591.8,5.5,90.6,5.020,148.25,,,,
T,2014-07-04 00:04:56,41.838818360,-87.540679537,591.8,5.5,89.2,5.049,176.99,,,,
T,2014-07-04 00:05:14,41.838800842,-87.540099593,590.2,5.2,92.3,5.075,158.17,,,,
T,2014-07-04 00:05:32,41.838783659,-87.539507495,590.2,5.3,92.2,5.102,161.47,,,,
T,2014-07-04 00:05:51,41.838734709,-87.538904753,590.2,5.2,96.2,5.129,165.22,,,,
T,2014-07-04 00:06:06,41.838684333,-87.538407203,593.4,5.4,97.7,5.152,136.82,,,,
T,2014-07-04 00:06:18,41.838649297,-87.538023228,593.4,5.2,97.0,5.169,105.41,,,,
T,2014-07-04 00:06:35,41.838617278,-87.537474129,593.4,5.2,94.5,5.194,150.09,,,,
T,2014-07-04 00:06:50,41.838583332,-87.536993176,593.4,5.2,95.4,5.215,131.65,,,,
T,2014-07-04 00:07:06,41.838531867,-87.536498811,593.4,5.0,98.0,5.238,136.02,,,,
T,2014-07-04 00:07:19,41.838492975,-87.536072507,593.4,5.3,97.0,5.257,117.03,,,,
T,2014-07-04 00:07:36,41.838446287,-87.535524750,595.0,5.2,96.5,5.282,150.23,,,,
T,2014-07-04 00:07:50,41.838427680,-87.535093753,593.4,5.0,93.3,5.301,117.65,,,,
T,2014-07-04 00:08:06,41.838391721,-87.534592850,595.0,5.1,95.5,5.324,137.13,,,,
T,2014-07-04 00:08:23,41.838329444,-87.534032939,595.0,5.4,98.5,5.349,154.26,,,,
T,2014-07-04 00:08:38,41.838272447,-87.533550058,595.0,5.3,99.0,5.371,133.22,,,,
T,2014-07-04 00:08:57,41.838199440,-87.532939101,595.0,5.3,99.1,5.399,168.60,,,,
T,2014-07-04 00:09:13,41.838121070,-87.532416489,595.0,5.4,101.4,5.422,145.25,,,,
T,2014-07-04 00:09:32,41.838064995,-87.531802515,595.0,5.3,97.0,5.450,168.56,,,,
T,2014-07-04 00:09:51,41.837996850,-87.531192228,595.0,5.2,98.5,5.478,168.15,,,,
T,2014-07-04 00:10:09,41.837933315,-87.530600466,595.0,5.4,98.2,5.505,162.91,,,,
T,2014-07-04 00:10:28,41.837869026,-87.529984899,593.4,5.3,98.0,5.533,169.38,,,,
T,2014-07-04 00:10:48,41.837803647,-87.529345695,593.4,5.2,97.8,5.562,175.81,,,,
T,2014-07-04 00:11:06,41.837731982,-87.528781509,591.8,5.1,99.7,5.587,155.95,,,,
T,2014-07-04 00:11:23,41.837671129,-87.528224783,591.8,5.3,98.3,5.612,153.33,,,,
T,2014-07-04 00:11:43,41.837581862,-87.527575772,593.4,5.3,100.5,5.642,179.83,,,,
T,2014-07-04 00:12:02,41.837469963,-87.526966995,595.0,5.3,103.9,5.670,170.84,,,,
T,2014-07-04 00:12:21,41.837370470,-87.526379675,593.4,5.1,102.8,5.697,164.11,,,,
